MS_system,Version Id,Microservice,Sum(Ca),Sum(Ce),Sum(NOC),Sum(NOI),Sum(PkgRCi),Sum(PkgTCi),Sum(TLOC),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_MNC,Yin_MNC,Liu_MNC,Huang_MNC,Taylor_MLC,Yin_MLC,Liu_MLC,Huang_MLC,Taylor_TAC,Taylor_FOM,Sum(Aa),Sum(Ad),Sum(Ait),Sum(Ao),Sum(Av),Sum(HMd),Sum(HMi),Sum(Ma),Sum(Md),Sum(Mi),Sum(Mit),Sum(Mo),Sum(NF),Sum(NM),Sum(NMA),Sum(NMI),Sum(NOA),Sum(NOCh),Sum(NOD),Sum(NOL),Sum(NOPa),Sum(NORM),Sum(NPF),Sum(NPM),Sum(NSF),Sum(NSM),Sum(PMd),Sum(PMi),Sum(RTLOC),Sum(SIX),Sum(WMC),Sum(LCOM*),Sum(PF),Avg(Aa),Avg(Ad),Avg(Ait),Avg(Ao),Avg(Av),Avg(DIT),Avg(HMd),Avg(HMi),Avg(MHF),Avg(MIF),Avg(Ma),Avg(Md),Avg(Mi),Avg(Mit),Avg(Mo),Avg(NF),Avg(NM),Avg(NMA),Avg(NMI),Avg(NOA),Avg(NOCh),Avg(NOD),Avg(NOL),Avg(NOPa),Avg(NORM),Avg(NPF),Avg(NPM),Avg(NSF),Avg(NSM),Avg(PMR),Avg(PMd),Avg(PMi),Avg(SIX),Avg(AHF),Avg(AIF),Avg(LCOM*),Avg(NMIR),Avg(PF),Max(Aa),Max(Ad),Max(Ait),Max(Ao),Max(Av),Max(DIT),Max(HMd),Max(HMi),Max(MHF),Max(MIF),Max(Ma),Max(Md),Max(Mi),Max(Mit),Max(Mo),Max(NF),Max(NM),Max(NMA),Max(NMI),Max(NOA),Max(NOCh),Max(NOD),Max(NOL),Max(NOPa),Max(NORM),Max(NPF),Max(NPM),Max(NSF),Max(NSM),Max(PMR),Max(PMd),Max(PMi),Max(SIX),Max(AHF),Max(AIF),Max(LCOM*),Max(NMIR),Max(PF),Sum(Di),Sum(Fin),Sum(Fout),Sum(IOVars),Sum(MCLC),Sum(NBD),Sum(Si),Sum(VG),Avg(Di),Avg(Fin),Avg(Fout),Avg(IOVars),Avg(MCLC),Avg(NBD),Avg(Si),Avg(VG),Max(Di),Max(Fin),Max(Fout),Max(IOVars),Max(MCLC),Max(NBD),Max(Si),Max(VG)
train-ticket-0.0.1,1,ts-admin-basic-info-service,18.0,11.0,26.0,1.0,11.406231963,419.083333333,1041.0,6.1215791644320114e-18,0.009700139293102,2.0077211673611843e-18,0.0,1.0151531482595029e-17,0.0175724339711189,3.039675992760392e-18,0.0,1.3824275770885182e-17,0.1069417334542898,2.1693099875317193e-18,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.1343870463086525,85.0,85.0,0.0,0.0,1.0,0.0,0.0,226.0,226.0,0.0,0.0,0.0,85.0,228.0,226.0,0.0,1.0,1.0,1.0,64.0,1.0,20.0,0.0,208.0,0.0,1.0,226.0,0.0,1632.0,2.0,273.0,17.886904763,0.0,3.269230769230769,3.269230769230769,0.0,0.0,0.038461538461538464,1.0384615384615385,0.0,0.0,1.0,0.0,8.692307692307692,8.692307692307692,0.0,0.0,0.0,3.269230769230769,8.76923076923077,8.692307692307692,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,2.4615384615384617,0.038461538461538464,0.7692307692307693,0.0,8.0,0.0,0.038461538461538464,1.0,8.692307692307692,0.0,0.07692307692307693,0.041666666666666664,0.0,0.7452876984583333,,,7.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,7.0,21.0,21.0,0.0,1.0,1.0,1.0,19.0,1.0,20.0,0.0,21.0,0.0,1.0,1.0,21.0,0.0,2.0,1.0,0.0,0.928571429,,,330.083333333,49.0,49.0,390.0,78.0,267.0,89.0,273.0,1.3418021680203251,0.1991869918699187,0.1991869918699187,1.5853658536585367,0.3170731707317073,1.0853658536585367,0.3617886178861789,1.1097560975609757,5.0,7.0,5.0,5.0,9.0,2.0,25.0,8.0
train-ticket-0.0.1,1,ts-admin-order-service,14.0,9.0,14.0,1.0,40.186037491,557.59047619,489.0,8.44679666302346e-21,0.0083137762640698,4.366742471441417e-19,0.0,1.4007484008371454e-20,0.0150609470685552,6.611217968306547e-19,0.0,2.210577527176693e-20,0.0978016119380465,1.0760301448002256e-17,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.2066824226124408,40.0,40.0,0.0,0.0,4.0,1.0,0.0,102.0,102.0,0.0,0.0,0.0,40.0,106.0,102.0,0.0,1.0,1.0,1.0,32.0,1.0,4.0,3.0,90.0,0.0,1.0,101.0,0.0,730.0,1.6,136.0,8.222619046,0.0,2.857142857142857,2.857142857142857,0.0,0.0,0.2857142857142857,1.0714285714285714,0.07142857142857142,0.0,0.9846153846153847,0.0,7.285714285714286,7.285714285714286,0.0,0.0,0.0,2.857142857142857,7.571428571428571,7.285714285714286,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.2857142857142856,0.07142857142857142,0.2857142857142857,0.21428571428571427,6.428571428571429,0.0,0.07142857142857142,0.9846153846153847,7.214285714285714,0.0,0.1142857142857143,0.25,0.0,0.6852182538333333,,,16.0,16.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,36.0,36.0,0.0,1.0,1.0,1.0,11.0,1.0,4.0,2.0,35.0,0.0,1.0,1.0,36.0,0.0,1.6,1.0,0.0,0.925,,,127.590476191,44.0,44.0,140.0,35.0,116.0,430.0,136.0,1.2036837376509433,0.41509433962264153,0.41509433962264153,1.320754716981132,0.330188679245283,1.0943396226415094,4.056603773584905,1.2830188679245282,4.0,5.0,14.0,4.0,22.0,3.0,196.0,18.0
train-ticket-0.0.1,1,ts-admin-route-service,10.0,5.0,12.0,1.0,21.195205671,185.433333333,331.0,6.923402241658826e-24,3.239838134819667e-19,3.588784738926206e-23,0.0,1.148120998438313e-23,5.869177748995544e-19,5.433395329709349e-23,0.0,1.607164964129784e-23,0.0038918875710854,3.1213935915284695e-19,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.1163426347104992,29.0,29.0,0.0,0.0,1.0,1.0,0.0,77.0,77.0,0.0,0.0,0.0,29.0,70.0,77.0,0.0,1.0,1.0,1.0,21.0,1.0,3.0,0.0,63.0,0.0,1.0,76.0,0.0,482.0,1.5,84.0,6.445238094,0.0,2.4166666666666665,2.4166666666666665,0.0,0.0,0.08333333333333333,1.0833333333333333,0.08333333333333333,0.0,0.9772727272727273,0.0,6.416666666666667,6.416666666666667,0.0,0.0,0.0,2.4166666666666665,5.833333333333333,6.416666666666667,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.75,0.08333333333333333,0.25,0.0,5.25,0.0,0.08333333333333333,0.9772727272727273,6.333333333333333,0.0,0.125,0.1,0.0,0.6445238094,,,6.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,6.0,12.0,13.0,0.0,1.0,1.0,1.0,8.0,1.0,3.0,0.0,12.0,0.0,1.0,1.0,13.0,0.0,1.5,1.0,0.0,0.916666667,,,104.43333333300001,13.0,13.0,111.0,7.0,84.0,81.0,84.0,1.3054166666625,0.1625,0.1625,1.3875,0.0875,1.05,1.0125,1.05,4.0,2.0,8.0,4.0,2.0,2.0,64.0,2.0
train-ticket-0.0.1,1,ts-admin-travel-service,9.0,4.0,14.0,1.0,20.499233717,245.0,506.0,0.0506730849072172,0.0017814759765175,0.0331723530263006,9.664395788608057e-50,0.0840321431673514,0.0032272597354092,0.0502227135703047,0.0483175040618739,0.6170978753005282,0.0245774893192325,0.3427637573640846,0.1381928510857383,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.5466078291460437,41.0,41.0,0.0,0.0,1.0,1.0,0.0,106.0,106.0,0.0,0.0,0.0,41.0,107.0,106.0,0.0,1.0,1.0,1.0,20.0,1.0,4.0,0.0,90.0,0.0,1.0,105.0,0.0,733.0,1.6,128.0,8.11111111,0.0,2.9285714285714284,2.9285714285714284,0.0,0.0,0.07142857142857142,1.0714285714285714,0.07142857142857142,0.0,0.9846153846153847,0.0,7.571428571428571,7.571428571428571,0.0,0.0,0.0,2.9285714285714284,7.642857142857143,7.571428571428571,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.4285714285714286,0.07142857142857142,0.2857142857142857,0.0,6.428571428571429,0.0,0.07142857142857142,0.9846153846153847,7.5,0.0,0.1142857142857143,0.08333333333333333,0.0,0.6759259258333333,,,9.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,9.0,19.0,19.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,0.0,18.0,0.0,1.0,1.0,19.0,0.0,1.6,1.0,0.0,0.944444444,,,145.0,20.0,20.0,155.0,17.0,121.0,100.0,128.0,1.3181818181818181,0.18181818181818182,0.18181818181818182,1.4090909090909092,0.15454545454545454,1.1,0.9090909090909091,1.1636363636363636,8.0,6.0,5.0,8.0,4.0,3.0,25.0,6.0
train-ticket-0.0.1,1,ts-admin-user-service,11.0,7.0,14.0,1.0,13.905555556,160.45,402.0,1.0073166214414811e-25,0.0,0.0,0.0,1.6704523654482955e-25,0.0,0.0,0.0,1.5367379459185107e-25,2.4942341302387813e-18,1.4526281467007074e-16,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.1066796369961783,39.0,39.0,0.0,0.0,1.0,1.0,0.0,96.0,96.0,0.0,0.0,0.0,39.0,99.0,96.0,0.0,1.0,1.0,1.0,28.0,1.0,4.0,0.0,85.0,0.0,1.0,95.0,0.0,584.0,1.6,105.0,8.474489796,0.0,2.7857142857142856,2.7857142857142856,0.0,0.0,0.07142857142857142,1.0714285714285714,0.07142857142857142,0.0,0.9846153846153847,0.0,6.857142857142857,6.857142857142857,0.0,0.0,0.0,2.7857142857142856,7.071428571428571,6.857142857142857,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.0,0.07142857142857142,0.2857142857142857,0.0,6.071428571428571,0.0,0.07142857142857142,0.9846153846153847,6.785714285714286,0.0,0.1142857142857143,0.08333333333333333,0.0,0.706207483,,,7.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,7.0,15.0,15.0,0.0,1.0,1.0,1.0,9.0,1.0,4.0,0.0,14.0,0.0,1.0,1.0,15.0,0.0,1.6,1.0,0.0,0.928571429,,,118.45,12.0,12.0,127.0,9.0,105.0,42.0,105.0,1.1845,0.12,0.12,1.27,0.09,1.05,0.42,1.05,3.0,2.0,4.0,3.0,2.0,2.0,16.0,2.0
train-ticket-0.0.1,1,ts-assurance-service,6.0,4.0,18.0,2.0,16.28125,249.214285714,455.0,1.0028381260530248e-25,6.653919743394298e-20,0.0,0.0,1.6630255911292232e-25,1.2054008896869068e-19,0.0,0.0,1.529939864029251e-25,1.857898796033628e-18,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1234629537148742,0.125295912663203,35.0,35.0,0.0,0.0,0.0,1.0,0.0,91.0,91.0,0.0,0.0,0.0,35.0,104.0,96.0,0.0,1.0,1.0,1.0,34.0,1.0,8.0,0.0,84.0,0.0,1.0,90.0,0.0,714.0,2.0,110.0,9.184920635000001,0.0,1.9444444444444444,1.9444444444444444,0.0,0.0,0.0,1.0555555555555556,0.05555555555555555,0.0,0.99375,0.0,5.055555555555555,5.055555555555555,0.0,0.0,0.0,1.9444444444444444,5.777777777777778,5.333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.8888888888888888,0.05555555555555555,0.4444444444444444,0.0,4.666666666666667,0.0,0.05555555555555555,0.99375,5.0,0.0,0.1111111111111111,0.0,0.0,0.6560657596428572,,,5.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,11.0,11.0,0.0,1.0,1.0,1.0,12.0,1.0,8.0,0.0,10.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.9,,,142.214285715,23.0,23.0,157.0,13.0,110.0,107.0,110.0,1.367445054951923,0.22115384615384615,0.22115384615384615,1.5096153846153846,0.125,1.0576923076923077,1.0288461538461537,1.0576923076923077,4.0,4.0,6.0,5.0,4.0,3.0,36.0,3.0
train-ticket-0.0.1,1,ts-cancel-service,4.0,3.0,18.0,1.0,180.443878699,2378.071951219,806.0,3.060269439326813e-18,0.0088872044480883,5.234897305675692e-19,0.0,5.074903178423907e-18,0.0160997495636915,7.9255983964858305e-19,0.0,3.816928828368664e-18,0.1045796007250868,4.357285867667647e-19,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,-5.551115123125783e-17,0.1502945835038353,59.0,59.0,0.0,0.0,1.0,6.0,0.0,143.0,143.0,0.0,0.0,0.0,59.0,144.0,143.0,0.0,1.0,1.0,1.0,26.0,1.0,2.0,0.0,125.0,0.0,1.0,137.0,0.0,1125.0,0.4,189.0,11.625680271,0.0,3.2777777777777777,3.2777777777777777,0.0,0.0,0.05555555555555555,1.0555555555555556,0.3333333333333333,0.0,0.9558823529411765,0.0,7.944444444444445,7.944444444444445,0.0,0.0,0.0,3.2777777777777777,8.0,7.944444444444445,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.4444444444444444,0.05555555555555555,0.1111111111111111,0.0,6.944444444444445,0.0,0.05555555555555555,0.9558823529411765,7.611111111111111,0.0,0.022222222222222223,0.03125,0.0,0.7266050169375,,,16.0,16.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,35.0,36.0,0.0,1.0,1.0,1.0,14.0,1.0,2.0,0.0,35.0,0.0,1.0,1.0,36.0,0.0,0.4,0.5,0.0,0.95,,,170.071951219,84.0,84.0,187.0,84.0,159.0,2208.0,189.0,1.1729100084068966,0.5793103448275863,0.5793103448275863,1.289655172413793,0.5793103448275863,1.096551724137931,15.227586206896552,1.303448275862069,5.0,14.0,40.0,5.0,26.0,6.0,1600.0,18.0
train-ticket-0.0.1,1,ts-config-service,8.0,5.0,9.0,2.0,15.241071428,133.75,161.0,1.2078473689095605e-17,9.805756831202002e-20,0.0,0.0,2.0029963286103568e-17,1.7763767018859182e-19,0.0,0.0,1.9025624164297166e-17,1.499525791336966e-16,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1085298137005532,0.7910221648219677,10.0,10.0,0.0,0.0,2.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,10.0,38.0,33.0,0.0,1.0,1.0,1.0,12.0,1.0,6.0,0.0,29.0,0.0,1.0,30.0,0.0,309.0,2.0,44.0,1.633333334,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.2222222222222222,1.1111111111111112,0.0,0.0,1.0,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,0.0,1.1111111111111112,4.222222222222222,3.6666666666666665,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.3333333333333333,0.1111111111111111,0.6666666666666666,0.0,3.2222222222222223,0.0,0.1111111111111111,1.0,3.3333333333333335,0.0,0.2222222222222222,0.3333333333333333,0.0,0.3266666668,,,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,1.0,1.0,1.0,5.0,1.0,6.0,0.0,7.0,0.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,0.8,,,66.75,17.0,17.0,78.0,21.0,44.0,67.0,44.0,1.7115384615384615,0.4358974358974359,0.4358974358974359,2.0,0.5384615384615384,1.1282051282051282,1.7179487179487178,1.1282051282051282,4.0,7.0,5.0,4.0,5.0,2.0,25.0,2.0
train-ticket-0.0.1,1,ts-consign-price-service,8.0,5.0,8.0,2.0,32.025757576000004,229.006060606,164.0,2.6210483321036487e-17,2.890084783284209e-17,0.0,0.0,4.346534439242552e-17,5.235576777883207e-17,0.0,0.0,3.572672655037433e-17,5.830007735025076e-17,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0344900572316069,0.1846327919141029,11.0,11.0,0.0,0.0,2.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,11.0,35.0,31.0,0.0,1.0,1.0,1.0,9.0,1.0,4.0,0.0,28.0,0.0,1.0,30.0,0.0,226.0,2.0,38.0,1.9166666669999999,0.0,1.375,1.375,0.0,0.0,0.25,1.125,0.0,0.0,1.0,0.0,3.75,3.75,0.0,0.0,0.0,1.375,4.375,3.875,0.0,0.125,0.125,0.125,1.125,0.125,0.5,0.0,3.5,0.0,0.125,1.0,3.75,0.0,0.25,0.4,0.0,0.47916666674999997,,,6.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,6.0,13.0,13.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,12.0,0.0,1.0,1.0,13.0,0.0,2.0,1.0,0.0,0.916666667,,,49.006060606,22.0,22.0,56.0,10.0,36.0,180.0,38.0,1.4001731601714285,0.6285714285714286,0.6285714285714286,1.6,0.2857142857142857,1.0285714285714285,5.142857142857143,1.0857142857142856,3.0,4.0,10.0,3.0,8.0,2.0,100.0,3.0
train-ticket-0.0.1,1,ts-consign-service,6.0,4.0,9.0,2.0,99.83749999999999,815.3,292.0,3.640703151909336e-17,2.602567382436636e-19,1.0453683185356268e-22,0.0,6.037447474359302e-17,4.71472028404558e-19,1.5826804205194713e-22,0.0,6.020350417383006e-17,2.2128022027067417e-17,1.0392896242360032e-17,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1324445540273623,0.2133151229026982,27.0,27.0,0.0,0.0,3.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,27.0,69.0,66.0,0.0,1.0,1.0,1.0,13.0,1.0,4.0,0.0,59.0,0.0,1.0,63.0,0.0,405.0,2.0,73.0,3.983333333,0.0,3.0,3.0,0.0,0.0,0.3333333333333333,1.1111111111111112,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,7.666666666666667,7.333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.4444444444444444,0.1111111111111111,0.4444444444444444,0.0,6.555555555555555,0.0,0.1111111111111111,1.0,7.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.6638888888333333,,,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,10.0,21.0,21.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,0.0,20.0,0.0,1.0,1.0,21.0,0.0,2.0,1.0,0.0,0.95,,,93.3,38.0,38.0,99.0,7.0,72.0,722.0,73.0,1.3328571428571427,0.5428571428571428,0.5428571428571428,1.4142857142857144,0.1,1.0285714285714285,10.314285714285715,1.042857142857143,3.0,5.0,19.0,3.0,4.0,2.0,361.0,3.0
